place_id,name,formatted_address,rating,user_ratings_total,types,geometry,formatted_phone_number,website,opening_hours,adr_address
ChIJmQh_Q5rAj4ARY-994ucxBK8,"Discover Hope Behavioral Solutions, Inc.","39210 State St suite 220, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.549617, 'lng': -121.982457}",(510) 894-4135,http://www.discover-hope.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">39210 State St suite 220</span>, <span class=""locality"">Fremont</span>, <span class=""region"">CA</span> <span class=""postal-code"">94538</span>, <span class=""country-name"">USA</span>"
ChIJy48A5ZDAj4ARdxEfV-AyPZo,"Center For Speech, Language, Occupational and Behavior Therapy","39420 Liberty St # 150, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.54935690000001, 'lng': -121.9779891}",(510) 794-5155,http://www.cslot.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">39420 Liberty St # 150</span>, <span class=""locality"">Fremont</span>, <span class=""region"">CA</span> <span class=""postal-code"">94538-2284</span>, <span class=""country-name"">USA</span>"
ChIJo2Kb1v10K4cRxan5PxTcbqU,Trumpet Behavioral Health,"8130 E Cactus Rd #510, Scottsdale, AZ 85260, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.59715, 'lng': -111.907139}",(602) 535-8341,http://www.tbh.com/locations/peoria-az/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">8130 E Cactus Rd #510</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85260</span>, <span class=""country-name"">USA</span>"
ChIJJ2LMPRkGK4cR-ixjFSHDbyQ,Play ABA,"1250 N 77th St, Scottsdale, AZ 85257, USA",5,1,"['school', 'point_of_interest', 'establishment']","{'lat': 33.4624032, 'lng': -111.9142029}",(480) 839-6000,http://www.chrysalisacademy.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">1250 N 77th St</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85257</span>, <span class=""country-name"">USA</span>"
ChIJJ1FL4Xp0K4cRE63ghgltzVs,Devereux Rtc,"6436 E Sweetwater Ave, Scottsdale, AZ 85254, USA",3.3,9,"['health', 'point_of_interest', 'establishment']","{'lat': 33.604519, 'lng': -111.942117}",(480) 998-2920,http://www.devereux.org/site/PageServer?pagename=az_rtc,,"<span class=""street-address"">6436 E Sweetwater Ave</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85254-4581</span>, <span class=""country-name"">USA</span>"
ChIJ1ePE3wxzK4cRkr-PJq_RfFM,Ally Pediatric Therapy,"10599 N Tatum Blvd e146, Paradise Valley, AZ 85253, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5817543, 'lng': -111.9773273}",(602) 606-2237,https://allypediatric.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1845'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1845'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1845'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1845'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1845'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:45 PM', 'Tuesday: 8:00 AM – 6:45 PM', 'Wednesday: 8:00 AM – 6:45 PM', 'Thursday: 8:00 AM – 6:45 PM', 'Friday: 8:00 AM – 6:45 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">10599 N Tatum Blvd e146</span>, <span class=""locality"">Paradise Valley</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85253</span>, <span class=""country-name"">USA</span>"
ChIJ_07SS310K4cRtGE7F5-FH8A,Beyond Autism,"6508 E Cactus Rd, Scottsdale, AZ 85254, USA",3,2,"['school', 'point_of_interest', 'establishment']","{'lat': 33.597623, 'lng': -111.940661}",(602) 541-9743,http://www.beyond-autism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 3:00 PM', 'Tuesday: 8:30 AM – 3:00 PM', 'Wednesday: 8:30 AM – 3:00 PM', 'Thursday: 8:30 AM – 3:00 PM', 'Friday: 8:30 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">6508 E Cactus Rd</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85254</span>, <span class=""country-name"">USA</span>"
ChIJ__8PdqILK4cRf4GfI_Rpnk8,"Scottsdale Child Psychologist Dr. Lori Long—Autism, ADHD, Dyslexia, Anxiety Testing and Evaluation","7137 E Rancho Vista Dr, Scottsdale, AZ 85251, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5064856, 'lng': -111.9283551}",(480) 490-8710,https://www.prismlearningaz.com/contact/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">7137 E Rancho Vista Dr</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85251</span>, <span class=""country-name"">USA</span>"
ChIJs1-lWwN3K4cRh4xdQQ0gukA,Scottsdale Pediatric Behavioral Services,"22555 N Miller Rd #100, Scottsdale, AZ 85255, USA",4.1,7,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6911741, 'lng': -111.9155198}",(480) 410-4040,https://www.scottsdalepbs.com/,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 5:00 PM', 'Sunday: Closed']}","<span class=""street-address"">22555 N Miller Rd #100</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85255</span>, <span class=""country-name"">USA</span>"
ChIJ2xddQH92K4cREyjN6CrtSL4,Sierra Academy of Scottsdale,"17800 N Perimeter Dr, Scottsdale, AZ 85255, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 33.647858, 'lng': -111.899937}",(480) 767-8659,,,"<span class=""street-address"">17800 N Perimeter Dr</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85255</span>, <span class=""country-name"">USA</span>"
ChIJuUAx2950K4cRHgU57og3QDw,"Speak, LLC","8040 E Morgan Trail #22, Scottsdale, AZ 85258, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5767462, 'lng': -111.9082515}",(480) 307-0777,http://myscottsdalepsychologist.com/,,"<span class=""street-address"">8040 E Morgan Trail #22</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85258</span>, <span class=""country-name"">USA</span>"
ChIJQzwbXe7Z4xQRuMeJ8py11eo,Lexis Preparatory School,"11130 E Cholla St H-100, Scottsdale, AZ 85259, USA",1,3,"['point_of_interest', 'school', 'establishment']","{'lat': 33.588761, 'lng': -111.8410804}",(480) 391-3901,http://www.lexisprep.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">11130 E Cholla St H-100</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85259</span>, <span class=""country-name"">USA</span>"
ChIJ_-OhEUZ1K4cR0agCD4ggVOM,The Nicholls Group,"9965 N 95th St, Scottsdale, AZ 85258, USA",3.7,6,"['health', 'point_of_interest', 'establishment']","{'lat': 33.577451, 'lng': -111.875753}",(480) 998-2303,http://www.thenichollsgroup.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">9965 N 95th St</span>, <span class=""locality"">Scottsdale</span>, <span class=""region"">AZ</span> <span class=""postal-code"">85258-4594</span>, <span class=""country-name"">USA</span>"
ChIJMaAAK7orjIgR91BfULVlvy0,Center For Child & Adolescent Development,"2361 Fairlane Dr, Montgomery, AL 36116, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 32.33411299999999, 'lng': -86.2329409}",(334) 262-5744,https://glenwood.org/montgomery/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0815'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0815'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0815'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0815'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:15 AM – 5:30 PM', 'Tuesday: 8:15 AM – 5:30 PM', 'Wednesday: 8:15 AM – 5:30 PM', 'Thursday: 8:15 AM – 5:30 PM', 'Friday: 8:00 AM – 1:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2361 Fairlane Dr</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36116</span>, <span class=""country-name"">USA</span>"
ChIJq6qqqj-AjogRH8xWcvPzFJ8,Great Leaps Learning,"114 Medical Center Drive, Prattville, AL, USA, 114 Medical Center Dr, Prattville, AL 36066, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 32.4809944, 'lng': -86.4242909}",(334) 491-3020,http://greatleapslearning.com/,,"<span class=""extended-address"">114 Medical Center Drive, Prattville, AL, USA</span>, <span class=""street-address"">114 Medical Center Dr</span>, <span class=""locality"">Prattville</span>, <span class=""region"">AL</span> <span class=""postal-code"">36066</span>, <span class=""country-name"">USA</span>"
ChIJ7_DGSzyAjogRfPkR1wYzCqU,easterseals central alabama,"2185 Normandie Dr, Montgomery, AL 36111, USA",4.5,27,"['point_of_interest', 'establishment']","{'lat': 32.329018, 'lng': -86.275323}",(334) 288-0240,http://www.eastersealsca.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2185 Normandie Dr</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36111</span>, <span class=""country-name"">USA</span>"
ChIJjWi3e-0qjIgRih5LCDP7y8s,"Autism Spectrum Counseling Center, Incorporated","2901 McGehee Rd, Montgomery, AL 36111, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 32.3383944, 'lng': -86.26228909999999}",,http://www.autismspectrumcenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 9:00 AM – 3:00 PM', 'Thursday: 9:00 AM – 3:00 PM', 'Friday: 9:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2901 McGehee Rd</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36111</span>, <span class=""country-name"">USA</span>"
ChIJjTfqXY0sjIgRdcuHTnE36oY,Churchill Academy,"395 Ray Thorington Rd, Montgomery, AL 36117, USA",3.8,5,"['point_of_interest', 'school', 'establishment']","{'lat': 32.3323681, 'lng': -86.1561487}",(334) 270-4225,http://www.churchillacademy.net/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 3:00 PM', 'Tuesday: 8:00 AM – 3:00 PM', 'Wednesday: 8:00 AM – 3:00 PM', 'Thursday: 8:00 AM – 3:00 PM', 'Friday: 8:00 AM – 3:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">395 Ray Thorington Rd</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36117</span>, <span class=""country-name"">USA</span>"
ChIJSQxC-ccrjIgROwWP3H4hyBo,Easter Seals,"5960 E Shirley Ln, Montgomery, AL 36117, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.367477, 'lng': -86.20528890000001}",(334) 395-4489,http://www.easterseals.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:30 PM', 'Tuesday: 9:00 AM – 4:30 PM', 'Wednesday: 9:00 AM – 4:30 PM', 'Thursday: 9:00 AM – 4:30 PM', 'Friday: 9:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">5960 E Shirley Ln</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36117-1963</span>, <span class=""country-name"">USA</span>"
ChIJfz5Rl46BjogRfHEkJ7KKys4,Childrens Center,"310 N Madison Terrace, Montgomery, AL 36107, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 32.384712, 'lng': -86.282534}",(334) 262-4850,http://www.children.mps-al.org/,,"<span class=""street-address"">310 N Madison Terrace</span>, <span class=""locality"">Montgomery</span>, <span class=""region"">AL</span> <span class=""postal-code"">36107-1514</span>, <span class=""country-name"">USA</span>"
ChIJf1yE3VHNNoYRoQMKtg50Vrc,Behavioral Specialists of Louisiana,"925 Olive St, Shreveport, LA 71104, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 32.4924093, 'lng': -93.7500417}",(318) 300-3560,http://www.behavioralspecialistsofla.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:30 PM', 'Tuesday: 8:00 AM – 5:30 PM', 'Wednesday: 8:00 AM – 5:30 PM', 'Thursday: 8:00 AM – 5:30 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">925 Olive St</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71104-2103</span>, <span class=""country-name"">USA</span>"
ChIJVVVFq1PNNoYRlyDAc0h4RlA,Autism Diagnostic Center,"2210 Line Ave, Shreveport, LA 71104, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.4901577, 'lng': -93.74632580000001}",(318) 865-2764,http://www.autismdiagnosticcenter.com/,,"<span class=""street-address"">2210 Line Ave</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71104</span>, <span class=""country-name"">USA</span>"
ChIJq6q6HX4tMYYRYj3F9OBboII,Autism Diagnostic Center,"2920 Knight St #130, Shreveport, LA 71105, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.4827483, 'lng': -93.70714199999999}",(318) 865-2764,http://www.autismdiagnosticcenter.com/,,"<span class=""street-address"">2920 Knight St #130</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71105</span>, <span class=""country-name"">USA</span>"
ChIJD35OwqUtMYYRldM0xoOOUmw,Little Works in Progress Pediatric Therapy,"2522 E 70th St, Shreveport, LA 71105, USA",3.7,9,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 32.4508281, 'lng': -93.6969843}",(318) 795-3388,http://littleworksinprogress.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1745'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1745'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1745'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1745'}, 'open': {'day': 4, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:45 PM', 'Tuesday: 8:00 AM – 5:45 PM', 'Wednesday: 8:00 AM – 5:45 PM', 'Thursday: 8:00 AM – 5:45 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2522 E 70th St</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71105-4005</span>, <span class=""country-name"">USA</span>"
ChIJi62UPX4tMYYRrJFvcV3cY2Q,Cheryl Marsigla PHD,"2920 Knight St # 130, Shreveport, LA 71105, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 32.4819721, 'lng': -93.70650760000001}",(318) 865-2764,http://www.autismdiagnosticcenter.com/,,"<span class=""street-address"">2920 Knight St # 130</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71105-2412</span>, <span class=""country-name"">USA</span>"
ChIJObR7EKIrMYYR2Im-sDgZQWk,Holy Angels,"10450 Ellerbe Rd, Shreveport, LA 71106, USA",4,6,"['point_of_interest', 'school', 'establishment']","{'lat': 32.3692197, 'lng': -93.6971708}",(318) 797-8500,http://www.laholyangels.org/,,"<span class=""street-address"">10450 Ellerbe Rd</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71106-7712</span>, <span class=""country-name"">USA</span>"
ChIJXWO7AyQtMYYRGLZ5wsc1Acw,Center For Therapy,"8730 Youree Dr, Shreveport, LA 71115, USA",5,3,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 32.4219712, 'lng': -93.7063407}",(318) 227-9002,http://www.mcmilliancounseling.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">8730 Youree Dr</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71115</span>, <span class=""country-name"">USA</span>"
ChIJbXL4qlPNNoYRy9Z0pUMF1us,"Cheryl S. Marsiglia, PHD","2920 Bldg 1 Suite 130, Knight St, Shreveport, LA 71104, United States",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 32.4840858, 'lng': -93.7076901}",(318) 865-2764,,,"2920 Bldg 1 Suite 130, <span class=""street-address"">Knight St</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71104</span>, <span class=""country-name"">USA</span>"
ChIJ4Y7wKpnSNoYRntD0TVUrSaY,LSU School of Allied Health Professions,"1450 Claiborne Ave, Shreveport, LA 71103, USA",0,0,"['school', 'university', 'health', 'point_of_interest', 'establishment']","{'lat': 32.4788771, 'lng': -93.7603676}",(318) 813-2970,http://www.lsuhscshreveport.edu/departments/AlliedHealth/index,,"<span class=""street-address"">1450 Claiborne Ave</span>, <span class=""locality"">Shreveport</span>, <span class=""region"">LA</span> <span class=""postal-code"">71103-4204</span>, <span class=""country-name"">USA</span>"
